ID zákazníka,Loyalty Tier,Region,Věk,Délka vztahu (dny),Recency (dny),Počet obj. 2022–24,Útrata 2022–24,App Usage Score,Email Open Rate,Skutečný CLV 2025,Predikovaný CLV 2025,CLV Segment
ACC-00843,Bronze,CZ,22,974,384,8,23169.23,46.5,0.31,0.0,31.448107,Low
ACC-00844,Bronze,SK,34,246,31,3,13224.86,16.3,0.27,30367.6,28152.031,High
ACC-00845,Bronze,CZ,23,777,357,5,13620.72,55.1,0.29,359.36,674.317,Low
ACC-00846,Silver,SK,35,82,15,1,5648.8,66.6,0.29,13304.43,13582.052,Medium
ACC-00847,Bronze,SK,30,224,131,1,1594.52,21.4,0.09,0.0,923.8912,Low
ACC-00848,Bronze,CZ,40,271,6,5,11751.22,63.4,0.22,17952.96,25840.637,High
ACC-00849,Silver,CZ,36,136,64,1,9596.76,43.3,0.04,19918.66,19695.893,Medium
ACC-00850,Silver,SK,37,839,159,2,4823.29,25.2,0.13,392.04,174.28717,Low
ACC-00851,Silver,CZ,34,1137,534,7,45918.9,56.4,0.3,0.0,1731.3895,Low
ACC-00852,Bronze,CZ,33,1066,280,8,85092.72,66.5,0.29,0.0,0.0,Low
ACC-00853,Gold,CZ,27,782,215,7,43579.77,47.0,0.33,19443.54,19136.23,Medium
ACC-00854,Gold,SK,52,691,40,7,94073.07,44.0,0.38,1065.67,1569.2273,Low
ACC-00855,Silver,CZ,45,183,93,2,5315.52,34.1,0.01,13345.44,13079.671,Medium
ACC-00856,Bronze,SK,35,73,999,0,0.0,47.5,0.04,19927.63,11605.139,Medium
ACC-00857,Bronze,CZ,33,334,304,1,1651.39,22.3,0.07,0.0,646.9377,Low
ACC-00858,Bronze,CZ,28,1109,629,5,14445.91,32.6,0.04,0.0,0.0,Low
ACC-00859,Bronze,CZ,18,783,345,9,33554.41,60.7,0.49,0.0,0.0,Low
ACC-00860,Bronze,CZ,34,1457,1028,1,2243.89,16.5,0.18,0.0,0.0,Low
ACC-00861,Silver,CZ,28,853,727,2,7884.54,49.0,0.25,0.0,276.36166,Low
ACC-00862,Silver,CZ,29,1112,442,12,67035.78,67.8,0.21,0.0,96.088,Low
ACC-00863,Silver,CZ,18,263,30,4,10474.81,40.9,0.36,10288.79,10353.607,Medium
ACC-00864,Bronze,CZ,69,937,307,5,27218.46,22.3,0.24,0.0,432.5923,Low
ACC-00865,Bronze,CZ,26,1385,856,3,4792.41,10.3,0.17,0.0,0.0,Low
ACC-00866,Bronze,CZ,50,497,303,5,13517.21,40.1,0.17,0.0,3135.2573,Low
ACC-00867,Bronze,SK,57,417,39,7,57473.12,42.8,0.28,15405.7,15355.118,Medium
ACC-00868,Gold,SK,31,1306,169,8,39293.41,64.5,0.29,4176.54,9639.042,Medium
ACC-00869,Bronze,SK,34,876,570,7,60234.02,42.5,0.55,0.0,0.0,Low
ACC-00870,Silver,CZ,29,735,104,4,17224.78,27.7,0.15,0.0,627.0482,Low
ACC-00871,Silver,CZ,28,66,14,2,8555.33,16.5,0.16,20487.17,20004.129,Medium
ACC-00872,Bronze,CZ,24,689,192,6,49325.15,62.0,0.42,5357.33,5258.497,Medium
ACC-00873,Bronze,CZ,25,929,16,10,39840.04,64.8,0.27,2982.33,2723.5562,Low
ACC-00874,Silver,CZ,21,1035,337,7,23828.93,59.2,0.28,0.0,474.71344,Low
ACC-00875,Bronze,CZ,65,762,663,1,2493.06,21.9,0.27,0.0,4061.2617,Low
ACC-00876,Bronze,CZ,26,1375,1046,1,15215.29,36.9,0.07,0.0,0.0,Low
ACC-00877,Bronze,SK,47,905,11,10,51820.71,41.4,0.24,16439.45,14683.595,Medium
ACC-00878,Bronze,CZ,28,209,2,2,23854.53,49.6,0.01,14660.03,14516.112,Medium
ACC-00879,Silver,CZ,35,103,999,0,0.0,14.7,0.15,1543.12,2329.108,Low
ACC-00880,Silver,SK,38,1288,366,7,55494.67,63.0,0.59,0.0,197.59673,Low
ACC-00881,Bronze,CZ,33,1087,338,4,6875.52,36.6,0.19,0.0,19.622877,Low
ACC-00882,Gold,CZ,40,264,4,8,41411.41,43.9,0.31,33210.82,21050.727,Medium
ACC-00883,Bronze,CZ,18,1204,856,2,11144.54,20.1,0.16,0.0,0.0,Low
ACC-00884,Bronze,CZ,53,630,619,1,232.64,36.1,0.06,0.0,0.0,Low
ACC-00885,Silver,CZ,57,484,56,4,23581.03,55.3,0.44,6713.77,6157.1685,Medium
ACC-00886,Silver,SK,22,112,54,1,1116.3,65.4,0.47,19004.87,22400.15,Medium
ACC-00887,Silver,CZ,22,276,193,2,14116.14,63.0,0.58,15949.97,16004.421,Medium
ACC-00888,Silver,SK,22,1350,658,8,35203.75,63.1,0.31,0.0,3910.5198,Low
ACC-00889,Gold,CZ,39,256,4,8,38730.27,89.8,0.63,75628.98,76030.45,High
ACC-00890,Bronze,CZ,18,121,99,1,3084.09,18.5,0.2,0.0,8225.084,Medium
ACC-00891,Bronze,SK,34,623,308,3,14450.32,49.9,0.03,10053.68,9761.329,Medium
ACC-00892,Silver,CZ,43,423,31,4,28381.2,54.0,0.33,16123.3,15792.789,Medium
ACC-00893,Silver,CZ,60,765,381,6,21116.47,54.5,0.54,0.0,0.0,Low
ACC-00894,Bronze,CZ,55,1188,437,8,88303.23000000001,48.9,0.27,0.0,727.6904,Low
ACC-00895,Silver,CZ,40,1008,28,9,79940.03,57.3,0.56,2615.74,3373.7363,Low
ACC-00896,Bronze,CZ,40,263,8,3,13295.71,65.2,0.42,16862.28,16232.537,Medium
ACC-00897,Bronze,SK,46,354,72,8,41620.05,91.4,0.56,119862.84,119489.58,High
ACC-00898,Gold,CZ,40,68,2,2,9662.1,58.4,0.54,12087.72,13094.426,Medium
ACC-00899,Bronze,SK,34,1106,455,8,60769.28,43.8,0.33,0.0,220.09863,Low
ACC-00900,Silver,SK,26,486,3,5,33795.24,43.8,0.53,19712.35,18949.48,Medium
ACC-00901,Bronze,SK,18,290,244,1,3559.93,36.0,0.28,0.0,554.76685,Low
ACC-00902,Bronze,CZ,25,653,305,3,23327.800000000003,41.2,0.22,0.0,250.52814,Low
ACC-00903,Bronze,SK,45,502,273,5,24874.42,47.6,0.34,36592.0,34161.383,High
ACC-00904,Silver,SK,48,1200,64,11,49485.85999999999,42.6,0.41,3912.63,3873.236,Low
ACC-00905,Silver,SK,56,536,51,10,120111.98,76.8,0.9,21774.56,22324.225,Medium
ACC-00906,Bronze,SK,18,1090,662,2,4142.58,17.1,0.03,0.0,0.0,Low
ACC-00907,Silver,CZ,38,1123,505,4,15095.72,44.9,0.16,0.0,610.1575,Low
ACC-00908,Silver,CZ,42,1084,292,11,38030.33,54.3,0.33,0.0,696.4003,Low
ACC-00909,Gold,CZ,21,155,68,4,32028.12,49.5,0.47,34212.77,32334.727,High
ACC-00910,Silver,CZ,55,931,722,5,27486.14,33.1,0.04,0.0,1446.2473,Low
ACC-00911,Gold,CZ,44,452,9,6,15889.8,52.8,0.52,57365.97,56328.67,High
ACC-00912,Bronze,SK,61,57,999,0,0.0,36.9,0.23,3127.15,4485.437,Low
ACC-00913,Bronze,SK,35,878,665,4,6809.06,41.9,0.15,0.0,0.0,Low
ACC-00914,Silver,CZ,43,11,999,0,0.0,30.9,0.17,4008.96,4900.2993,Low
ACC-00915,Bronze,SK,36,281,126,2,7215.09,40.9,0.08,15800.55,13062.728,Medium
ACC-00916,Silver,CZ,26,96,17,2,10704.84,31.8,0.18,9882.68,9299.324,Medium
ACC-00917,Bronze,SK,24,1079,847,2,6269.75,11.7,0.25,0.0,22.975775,Low
ACC-00918,Silver,CZ,36,777,278,6,25764.63,59.6,0.44,0.0,0.0,Low
ACC-00919,Silver,CZ,39,1321,396,11,74797.08,44.1,0.42,0.0,86.7377,Low
ACC-00920,Bronze,CZ,31,1084,597,8,55096.33,56.7,0.48,0.0,583.8507,Low
ACC-00921,Bronze,SK,24,173,66,1,2437.98,22.6,0.01,271.4,1683.903,Low
ACC-00922,Silver,CZ,39,268,261,1,3588.26,23.3,0.21,7814.02,6945.6104,Medium
ACC-00923,Gold,CZ,46,156,44,2,5195.41,52.4,0.38,138973.35,135107.47,High
ACC-00924,Silver,CZ,22,29,999,0,0.0,33.2,0.1,3388.4700000000003,2796.4172,Low
ACC-00925,Silver,CZ,40,751,150,8,23154.59,45.0,0.23,5408.96,5159.3984,Medium
ACC-00926,Gold,CZ,31,306,177,3,24701.28,50.6,0.38,16681.21,28394.887,High
ACC-00927,Silver,CZ,41,364,199,2,9835.91,58.4,0.2,39857.05,39143.535,High
ACC-00928,Bronze,CZ,31,1433,918,2,6028.93,28.2,0.12,0.0,0.0,Low
ACC-00929,Silver,CZ,38,874,24,22,249774.49,75.9,0.55,6084.04,6594.437,Medium
ACC-00930,Silver,CZ,33,894,423,6,36221.23,43.3,0.41,0.0,0.0,Low
ACC-00931,Gold,SK,28,581,45,4,11547.15,60.3,0.27,15086.21,14456.217,Medium
ACC-00932,Gold,SK,21,759,182,5,21411.3,46.4,0.48,3236.32,4181.1167,Low
ACC-00933,Bronze,CZ,32,141,112,1,5010.39,20.2,0.03,0.0,452.15182,Low
ACC-00934,Bronze,CZ,24,1016,120,11,92230.48,67.2,0.43,4494.139999999999,1468.1643,Low
ACC-00935,Silver,SK,41,1291,244,25,175452.56,83.0,0.56,0.0,0.0,Low
ACC-00936,Silver,CZ,49,222,214,1,38337.7,54.1,0.33,21680.47,22225.092,Medium
ACC-00937,Bronze,SK,42,84,999,0,0.0,41.7,0.09,6938.389999999999,22234.71,Medium
ACC-00938,Silver,SK,18,487,182,4,11836.03,45.9,0.32,23740.64,23001.328,Medium
ACC-00939,Gold,CZ,31,1248,663,11,119349.69,58.1,0.36,0.0,222.629,Low
ACC-00940,Gold,CZ,28,735,667,1,962.62,10.4,0.3,0.0,778.053,Low
ACC-00941,Bronze,CZ,40,1241,468,5,29267.95,34.7,0.24,0.0,0.0,Low
ACC-00942,Silver,SK,39,419,33,11,52849.34,87.0,0.59,19824.33,20694.145,Medium
ACC-00943,Silver,SK,30,248,148,2,16491.46,14.7,0.01,2124.0,13669.478,Medium
ACC-00944,Bronze,CZ,31,885,67,7,25247.44,62.6,0.38,336.09,426.65424,Low
ACC-00945,Bronze,CZ,43,931,710,2,983.23,27.6,0.06,0.0,421.7102,Low
ACC-00946,Gold,CZ,37,1205,275,8,73964.35,42.0,0.4,0.0,217.37646,Low
ACC-00947,Gold,CZ,41,13,999,0,0.0,27.8,0.14,7882.25,9231.623,Medium
ACC-00948,Silver,CZ,32,116,51,1,3705.75,57.1,0.45,38283.66,38087.812,High
ACC-00949,Silver,SK,18,352,2,4,18145.28,40.5,0.18,0.0,311.29825,Low
ACC-00950,Silver,CZ,27,415,89,8,28649.65,40.4,0.45,0.0,429.9467,Low
ACC-00951,Silver,CZ,41,628,315,4,25687.98,33.9,0.07,3286.8,2053.864,Low
ACC-00952,Silver,CZ,28,1169,468,7,35059.68,66.5,0.58,0.0,682.2122,Low
ACC-00953,Bronze,CZ,39,121,79,1,1095.45,11.0,0.0,468.98,714.51166,Low
ACC-00954,Bronze,CZ,48,138,4,2,4801.95,47.7,0.28,80983.89,42158.008,High
ACC-00955,Silver,CZ,38,342,57,2,20407.07,67.1,0.53,31652.24,31067.207,High
ACC-00956,Gold,SK,53,750,370,5,23772.11,33.6,0.1,0.0,321.10153,Low
ACC-00957,Bronze,CZ,24,159,72,2,5483.27,41.9,0.3,0.0,9477.381,Medium
ACC-00958,Bronze,CZ,42,121,15,1,7887.54,69.7,0.34,35887.53,35690.406,High
ACC-00959,Silver,CZ,27,511,14,6,40211.33,42.7,0.57,8543.150000000001,8213.803,Medium
ACC-00960,Bronze,SK,23,901,467,4,6755.98,12.2,0.05,0.0,146.35094,Low
ACC-00961,Bronze,CZ,33,341,69,4,20514.16,57.4,0.46,5940.72,8272.687,Medium
ACC-00962,Silver,CZ,44,1247,335,23,202128.99,88.0,0.88,0.0,0.0,Low
ACC-00963,Bronze,CZ,40,478,362,2,4150.36,12.0,0.05,0.0,0.0,Low
ACC-00964,Bronze,CZ,47,1275,671,5,24351.83,14.5,0.18,0.0,266.23868,Low
ACC-00965,Gold,SK,50,48,999,0,0.0,63.5,0.34,89778.25,89862.234,High
ACC-00966,Bronze,CZ,25,679,162,7,65878.12,61.9,0.58,6365.58,6148.2217,Medium
ACC-00967,Bronze,CZ,19,453,70,7,50467.71,45.4,0.59,9578.48,9726.833,Medium
ACC-00968,Bronze,CZ,34,803,181,23,198320.52,91.9,0.61,0.0,63.843456,Low
ACC-00969,Bronze,SK,52,246,193,1,4794.79,17.2,0.02,0.0,411.98294,Low
ACC-00970,Bronze,CZ,35,310,103,4,18543.1,53.8,0.46,9840.75,10772.59,Medium
ACC-00971,Bronze,CZ,33,1131,356,4,15107.69,35.3,0.02,0.0,0.0,Low
ACC-00972,Silver,CZ,31,514,160,4,11778.7,57.2,0.49,12661.25,11753.341,Medium
ACC-00973,Gold,CZ,36,496,77,6,21609.26,50.7,0.28,0.0,638.7769,Low
ACC-00974,Bronze,CZ,18,276,40,6,35793.67,57.3,0.44,14630.93,27431.924,High
ACC-00975,Gold,CZ,31,1108,210,25,215913.58,76.7,0.63,0.0,3885.687,Low
ACC-00976,Bronze,CZ,44,721,315,10,39651.0,63.4,0.34,2871.32,2977.6592,Low
ACC-00977,Bronze,CZ,32,1198,1060,1,3443.0,32.7,0.21,0.0,62.964592,Low
ACC-00978,Bronze,CZ,25,466,51,7,47100.54,54.6,0.44,23066.74,22250.34,Medium
ACC-00979,Silver,SK,46,1317,764,11,79963.54000000001,45.5,0.48,0.0,0.0,Low
ACC-00980,Bronze,CZ,24,826,419,9,67313.19,47.3,0.56,0.0,30.40639,Low
ACC-00981,Silver,CZ,48,424,112,10,113572.27,75.2,0.88,93001.28,92743.4,High
ACC-00982,Bronze,CZ,38,1456,852,2,12602.45,32.0,0.19,0.0,125.48992,Low
ACC-00983,Silver,SK,30,142,78,4,38136.41,40.7,0.28,18149.22,18097.883,Medium
ACC-00984,Silver,CZ,40,170,99,2,15211.99,64.3,0.44,24203.61,25395.748,High
ACC-00985,Silver,CZ,25,23,999,0,0.0,32.9,0.27,6253.34,12711.124,Medium
ACC-00986,Bronze,CZ,52,1354,729,9,37544.57,47.4,0.28,0.0,0.0,Low
ACC-00987,Gold,CZ,37,616,58,13,72268.63,42.4,0.45,0.0,160.85005,Low
ACC-00988,Bronze,CZ,32,523,429,2,6759.48,21.3,0.06,0.0,387.19586,Low
ACC-00989,Silver,SK,33,1114,126,11,59390.21,64.0,0.47,3847.27,5380.25,Medium
ACC-00990,Silver,SK,44,485,83,13,108974.61,96.6,0.56,9732.46,9719.205,Medium
ACC-00991,Bronze,CZ,21,767,174,6,26576.34,60.4,0.47,0.0,554.63824,Low
ACC-00992,Silver,CZ,27,1048,1044,1,405.3,21.5,0.22,0.0,132.1043,Low
ACC-00993,Bronze,SK,18,1197,599,4,9513.51,15.5,0.02,0.0,95.96433,Low
ACC-00994,Bronze,CZ,62,835,236,3,6353.82,18.4,0.01,2864.4,2747.4958,Low
ACC-00995,Bronze,CZ,39,708,683,3,3350.89,11.6,0.27,0.0,1575.1018,Low
ACC-00996,Silver,SK,31,1349,938,2,7590.139999999999,34.8,0.28,0.0,0.0,Low
ACC-00997,Bronze,SK,18,487,469,2,1437.8,41.3,0.09,0.0,3643.6453,Low
ACC-00998,Silver,CZ,27,1090,477,3,12175.7,25.7,0.29,0.0,0.0,Low
ACC-00999,Bronze,CZ,34,915,89,7,44945.48,59.0,0.37,0.0,1160.7424,Low
ACC-01000,Bronze,CZ,46,1123,1024,2,3228.6800000000003,22.5,0.06,0.0,0.0,Low
ACC-01001,Silver,CZ,46,423,208,2,12784.62,30.9,0.0,0.0,1088.8075,Low
ACC-01002,Silver,CZ,47,1042,184,24,175798.77,79.7,0.82,0.0,0.0,Low
ACC-01003,Bronze,CZ,38,1356,766,4,32149.16,35.7,0.2,0.0,256.9282,Low
ACC-01004,Bronze,CZ,43,820,8,11,56328.97,43.3,0.39,0.0,5890.4375,Medium
ACC-01005,Gold,CZ,32,832,180,12,80153.8,49.1,0.55,0.0,1080.9956,Low
ACC-01006,Silver,CZ,37,666,35,12,91655.1,67.4,0.31,9930.03,10055.532,Medium
ACC-01007,Silver,CZ,55,995,152,11,80155.44,46.9,0.47,3340.66,3228.5693,Low
ACC-01008,Bronze,SK,32,323,66,3,18511.81,44.1,0.54,36430.46,16963.568,Medium
ACC-01009,Silver,CZ,27,1274,677,7,16208.38,64.4,0.5,0.0,153.74617,Low
ACC-01010,Bronze,SK,49,147,21,2,8483.57,61.2,0.25,65046.78999999999,63906.375,High
ACC-01011,Silver,CZ,39,390,6,10,221798.96,95.8,0.62,47068.46,47762.22,High
ACC-01012,Bronze,SK,38,728,88,6,27001.89,45.0,0.35,0.0,6329.889,Medium
ACC-01013,Gold,CZ,27,737,263,8,46627.67,61.6,0.28,0.0,27.891,Low
ACC-01014,Silver,SK,40,1200,693,12,85070.12,69.4,0.52,0.0,82.08699,Low
ACC-01015,Silver,CZ,43,1073,74,24,138958.84,84.1,0.66,0.0,839.48224,Low
ACC-01016,Bronze,CZ,53,1045,270,3,15131.95,39.0,0.26,4577.53,3226.8933,Low
ACC-01017,Silver,CZ,58,829,72,9,38407.79,42.1,0.33,0.0,588.44586,Low
ACC-01018,Silver,CZ,27,504,122,4,20961.17,37.8,0.07,1078.44,1236.1998,Low
ACC-01019,Gold,CZ,34,215,12,3,16872.77,49.1,0.04,975.28,19834.207,Medium
ACC-01020,Silver,CZ,47,613,6,9,73640.16,41.7,0.29,0.0,964.66815,Low
ACC-01021,Bronze,CZ,49,159,39,2,6644.45,27.6,0.16,2694.94,2838.9849,Low
ACC-01022,Bronze,CZ,27,1426,269,5,6686.219999999999,51.9,0.23,2124.27,2260.8662,Low
ACC-01023,Silver,CZ,26,638,202,7,92724.8,55.9,0.55,0.0,6413.277,Medium
ACC-01024,Bronze,SK,37,377,134,5,18999.8,45.8,0.25,0.0,887.69855,Low
ACC-01025,Bronze,CZ,37,75,58,1,1404.4,11.8,0.08,7249.52,6518.7495,Medium
ACC-01026,Gold,CZ,43,750,151,16,137369.98,79.3,0.8,0.0,246.11592,Low
ACC-01027,Bronze,SK,28,757,327,8,62303.71,51.3,0.2,0.0,0.0,Low
ACC-01028,Silver,SK,46,267,7,4,11603.85,14.2,0.26,2697.89,2927.3865,Low
ACC-01029,Bronze,CZ,22,47,999,0,0.0,16.7,0.22,20654.72,19240.084,Medium
ACC-01030,Bronze,CZ,42,1358,981,5,22555.32,19.3,0.22,0.0,109.60387,Low
ACC-01031,Bronze,CZ,46,648,139,9,31483.21,42.2,0.3,6777.54,6891.343,Medium
ACC-01032,Bronze,SK,43,368,61,4,11146.42,40.0,0.07,1545.82,2113.5044,Low
ACC-01033,Gold,SK,48,1360,342,19,144116.44,75.7,0.52,0.0,0.0,Low
ACC-01034,Silver,CZ,35,966,598,8,64323.03,62.2,0.38,0.0,0.0,Low
ACC-01035,Silver,CZ,40,322,44,4,13136.91,66.0,0.54,16831.48,16170.035,Medium
ACC-01036,Bronze,CZ,30,168,17,2,11028.67,49.6,0.14,1978.05,2435.897,Low
ACC-01037,Gold,SK,39,1437,218,24,196091.4,93.5,0.61,0.0,740.6085,Low
ACC-01038,Bronze,SK,33,801,765,1,147.99,38.3,0.03,0.0,2140.6863,Low
ACC-01039,Bronze,CZ,31,21,999,0,0.0,19.4,0.12,15895.14,14956.668,Medium
ACC-01040,Bronze,SK,62,302,256,1,958.99,68.5,0.6,23605.7,21205.936,Medium
ACC-01041,Silver,CZ,18,1228,796,6,16104.01,41.8,0.37,0.0,0.0,Low
ACC-01042,Bronze,CZ,43,1232,44,5,14821.21,54.8,0.56,5024.42,5525.127,Medium
ACC-01043,Gold,CZ,29,302,9,8,64415.93,71.8,0.88,95673.08,94308.35,High
ACC-01044,Silver,CZ,46,636,7,8,97276.35,65.3,0.47,26595.98,25505.691,High
ACC-01045,Bronze,CZ,28,529,514,1,1815.2,10.8,0.1,0.0,115.49635,Low
ACC-01046,Bronze,CZ,41,1113,559,8,64436.99999999999,68.7,0.23,0.0,8.26434,Low
ACC-01047,Silver,CZ,31,1086,592,8,51387.87,65.6,0.27,0.0,330.4259,Low
ACC-01048,Silver,SK,32,670,123,8,73485.89,67.3,0.57,0.0,13323.217,Medium
ACC-01049,Silver,CZ,58,1452,303,17,154798.63999999998,85.1,0.74,0.0,0.0,Low
ACC-01050,Bronze,CZ,36,313,210,2,5403.54,27.8,0.23,0.0,878.9989,Low
ACC-01051,Bronze,CZ,44,961,22,11,39350.35,55.1,0.32,694.19,606.27014,Low
ACC-01052,Bronze,CZ,26,1062,1059,1,6204.71,26.1,0.04,0.0,79.70849,Low
ACC-01053,Bronze,SK,35,239,71,3,11111.75,68.5,0.27,22145.08,22202.096,Medium
ACC-01054,Silver,CZ,33,1387,1074,1,2241.26,39.4,0.29,0.0,0.0,Low
ACC-01055,Silver,SK,58,1361,832,12,54356.1,62.9,0.26,0.0,116.933495,Low
ACC-01056,Silver,CZ,51,637,29,8,73644.17,63.3,0.35,3131.6,3408.3284,Low
ACC-01057,Bronze,CZ,42,351,344,1,3621.89,15.8,0.06,0.0,334.90375,Low
ACC-01058,Bronze,SK,29,53,999,0,0.0,35.0,0.27,436.3,1901.8579,Low
ACC-01059,Bronze,SK,33,1398,679,5,18966.54,22.5,0.1,0.0,0.0,Low
ACC-01060,Silver,CZ,43,442,23,4,9589.259999999998,60.7,0.53,9490.0,9658.819,Medium
ACC-01061,Bronze,CZ,41,1006,92,4,6888.4400000000005,19.5,0.06,0.0,501.58774,Low
ACC-01062,Gold,CZ,33,748,131,17,133628.44,85.8,0.73,0.0,396.4199,Low
ACC-01063,Silver,CZ,20,760,159,7,26038.53,54.2,0.39,7259.4,6012.2803,Medium
ACC-01064,Bronze,CZ,41,683,537,1,1851.61,37.4,0.1,0.0,728.149,Low
ACC-01065,Gold,SK,33,674,29,8,40320.78,61.8,0.54,22765.13,22136.203,Medium
ACC-01066,Bronze,SK,22,508,425,1,1266.22,15.9,0.02,0.0,0.0,Low
ACC-01067,Bronze,CZ,34,880,13,3,3528.55,25.9,0.25,534.9,744.24786,Low
ACC-01068,Bronze,CZ,18,393,248,2,6305.530000000001,14.5,0.1,2816.56,2712.3772,Low
ACC-01069,Silver,CZ,29,431,13,6,31955.45,53.3,0.3,3642.39,5075.988,Medium
ACC-01070,Bronze,CZ,33,960,753,3,9004.619999999999,39.2,0.26,0.0,281.5814,Low
ACC-01071,Gold,CZ,37,1145,564,20,129230.88,96.7,0.58,0.0,0.0,Low
ACC-01072,Gold,CZ,48,87,3,1,5484.56,57.5,0.4,55620.83,54844.695,High
ACC-01073,Gold,SK,33,1196,470,5,32831.39,28.6,0.08,0.0,348.72458,Low
ACC-01074,Gold,SK,46,81,34,4,25205.56,60.7,0.39,21049.63,21367.885,Medium
ACC-01075,Bronze,SK,43,1401,449,7,45056.18,67.3,0.34,0.0,381.23886,Low
ACC-01076,Bronze,CZ,43,300,47,3,18125.1,50.3,0.52,20195.49,19471.463,Medium
ACC-01077,Silver,CZ,21,197,108,1,1276.27,41.8,0.11,0.0,1116.2212,Low
ACC-01078,Gold,CZ,45,1281,248,15,99979.67,64.2,0.5,0.0,0.0,Low
ACC-01079,Gold,CZ,30,1198,68,25,138242.71,71.9,0.51,9986.01,9838.945,Medium
ACC-01080,Bronze,CZ,36,511,408,1,11114.1,35.4,0.11,0.0,0.0,Low
ACC-01081,Bronze,SK,33,321,182,2,11469.96,62.5,0.32,29449.74,29084.41,High
ACC-01082,Bronze,CZ,45,491,145,3,2460.92,51.9,0.41,7824.56,8689.814,Medium
ACC-01083,Silver,SK,36,432,62,5,20100.48,56.1,0.58,8903.36,9365.403,Medium
ACC-01084,Bronze,CZ,18,584,511,1,333.43,10.0,0.06,2501.78,2211.734,Low
ACC-01085,Bronze,CZ,30,270,101,2,12198.59,51.6,0.33,6622.08,7124.8013,Medium
ACC-01086,Silver,SK,28,1259,559,12,134913.73,58.0,0.49,0.0,0.0,Low
ACC-01087,Bronze,CZ,30,1459,598,7,43324.64,49.3,0.37,0.0,146.15936,Low
ACC-01088,Silver,CZ,44,102,43,2,14014.68,14.8,0.27,21022.94,21215.049,Medium
ACC-01089,Silver,CZ,23,680,165,8,54846.79,56.7,0.28,0.0,647.1411,Low
ACC-01090,Bronze,CZ,37,755,726,2,16779.61,13.4,0.26,0.0,355.42102,Low
ACC-01091,Gold,CZ,54,355,22,9,29402.0,94.8,0.61,69769.1,69570.15,High
ACC-01092,Silver,CZ,24,1035,183,6,21470.63,44.2,0.25,0.0,1298.28,Low
ACC-01093,Bronze,CZ,49,58,29,1,3493.74,32.4,0.1,4210.58,4500.3706,Low
ACC-01094,Silver,CZ,35,50,4,3,14943.079999999998,60.9,0.31,38737.96,38425.633,High
ACC-01095,Silver,CZ,23,1090,460,5,14890.93,39.0,0.02,0.0,0.0,Low
ACC-01096,Silver,SK,30,1352,267,20,180969.04,88.0,0.73,0.0,145.47179,Low
ACC-01097,Bronze,SK,18,1385,681,5,13454.61,48.8,0.19,0.0,118.04425,Low
ACC-01098,Silver,CZ,35,902,1,14,95967.25,87.8,0.8,15668.21,29488.271,High
ACC-01099,Bronze,CZ,43,421,232,2,6268.99,20.0,0.01,0.0,296.514,Low
ACC-01100,Silver,SK,32,344,0,5,41252.28,61.8,0.25,6215.3,6245.459,Medium
ACC-01101,Bronze,CZ,21,393,2,9,21022.02,53.1,0.23,4831.01,5351.6304,Medium
ACC-01102,Bronze,SK,40,1025,921,1,5781.74,12.8,0.04,0.0,0.0,Low
ACC-01103,Bronze,CZ,28,215,151,1,2201.45,39.0,0.09,0.0,2450.732,Low
ACC-01104,Silver,CZ,24,1197,162,9,45453.28,41.2,0.54,0.0,474.6878,Low
ACC-01105,Gold,SK,31,714,87,8,43259.36,42.6,0.39,0.0,1333.9801,Low
ACC-01106,Silver,CZ,56,1051,288,19,125109.24,93.5,0.69,0.0,0.0,Low
ACC-01107,Gold,CZ,41,192,34,2,6034.27,17.8,0.07,33703.090000000004,33119.766,High
ACC-01108,Silver,CZ,66,152,26,2,13139.6,43.6,0.43,11223.2,11214.035,Medium
ACC-01109,Bronze,CZ,33,1293,881,4,7939.19,14.7,0.25,0.0,0.0,Low
ACC-01110,Bronze,SK,41,681,111,8,22404.0,52.7,0.3,19268.81,18162.14,Medium
ACC-01111,Gold,CZ,47,1103,311,17,131004.76,87.1,0.73,0.0,249.65479,Low
ACC-01112,Bronze,CZ,32,1182,625,6,60036.51000000001,52.1,0.29,0.0,0.0,Low
ACC-01113,Silver,CZ,50,436,37,5,38082.74,48.5,0.41,17890.69,23295.44,Medium
ACC-01114,Gold,CZ,52,1239,26,8,41536.99,48.7,0.47,19318.21,17945.54,Medium
ACC-01115,Silver,SK,53,1151,878,3,4015.45,13.8,0.05,0.0,0.0,Low
ACC-01116,Bronze,SK,27,783,63,7,13675.49,56.4,0.27,35267.14,6615.1675,Medium
ACC-01117,Gold,CZ,29,1372,342,9,49094.87,46.6,0.33,0.0,1914.0059,Low
ACC-01118,Silver,SK,27,546,463,1,3621.63,10.6,0.03,0.0,223.70135,Low
ACC-01119,Gold,CZ,41,388,21,6,33248.25,60.5,0.23,61251.53999999999,60519.46,High
ACC-01120,Bronze,SK,31,478,233,2,1733.5,33.3,0.04,1723.15,1245.8751,Low
ACC-01121,Bronze,CZ,30,736,402,4,9743.59,35.9,0.26,0.0,75.18903,Low
ACC-01122,Gold,CZ,31,41,40,1,10644.36,22.4,0.04,7176.99,7109.227,Medium
ACC-01123,Bronze,CZ,40,1238,45,10,72275.47,45.5,0.32,806.18,1131.5693,Low
