account_external_id,Name,customer_since,region,age,preferred_channel,campaign_opt_in,loyalty_tier
ACC-01049,Customer 01049,1/9/2021,CZ,58,Email,TRUE,Silver
ACC-01050,Customer 01050,2/22/2024,CZ,36,Web,FALSE,Bronze
ACC-01051,Customer 01051,5/15/2022,CZ,44,Store,TRUE,Bronze
ACC-01052,Customer 01052,2/3/2022,CZ,26,Web,TRUE,Bronze
ACC-01053,Customer 01053,5/6/2024,SK,35,Mobile App,FALSE,Bronze
ACC-01054,Customer 01054,3/15/2021,CZ,33,Web,FALSE,Silver
ACC-01055,Customer 01055,4/10/2021,SK,58,Mobile App,TRUE,Silver
ACC-01056,Customer 01056,4/4/2023,CZ,51,Store,TRUE,Silver
ACC-01057,Customer 01057,1/15/2024,CZ,42,Email,FALSE,Bronze
ACC-01058,Customer 01058,11/8/2024,SK,29,Store,FALSE,Bronze
ACC-01059,Customer 01059,3/4/2021,SK,33,Email,TRUE,Bronze
ACC-01060,Customer 01060,10/16/2023,CZ,43,Mobile App,FALSE,Silver
ACC-01061,Customer 01061,3/31/2022,CZ,41,Mobile App,TRUE,Bronze
ACC-01062,Customer 01062,12/14/2022,CZ,33,Store,TRUE,Gold
ACC-01063,Customer 01063,12/2/2022,CZ,20,Email,TRUE,Silver
ACC-01064,Customer 01064,2/17/2023,CZ,41,Web,FALSE,Bronze
ACC-01065,Customer 01065,2/26/2023,SK,33,Mobile App,FALSE,Gold
ACC-01066,Customer 01066,8/11/2023,SK,22,Store,FALSE,Bronze
ACC-01067,Customer 01067,8/4/2022,CZ,34,Web,FALSE,Bronze
ACC-01068,Customer 01068,12/4/2023,CZ,18,Mobile App,TRUE,Bronze
ACC-01069,Customer 01069,10/27/2023,CZ,29,Mobile App,FALSE,Silver
ACC-01070,Customer 01070,5/16/2022,CZ,33,Store,FALSE,Bronze
ACC-01071,Customer 01071,11/12/2021,CZ,37,Mobile App,TRUE,Gold
ACC-01072,Customer 01072,10/5/2024,CZ,48,Web,TRUE,Gold
ACC-01073,Customer 01073,9/22/2021,SK,33,Email,TRUE,Gold
ACC-01074,Customer 01074,10/11/2024,SK,46,Mobile App,TRUE,Gold
ACC-01075,Customer 01075,3/1/2021,SK,43,Email,FALSE,Bronze
ACC-01076,Customer 01076,3/6/2024,CZ,43,Mobile App,TRUE,Bronze
ACC-01077,Customer 01077,6/17/2024,CZ,21,Store,TRUE,Silver
ACC-01078,Customer 01078,6/29/2021,CZ,45,Email,FALSE,Gold
ACC-01079,Customer 01079,9/20/2021,CZ,30,Web,FALSE,Gold
ACC-01080,Customer 01080,8/8/2023,CZ,36,Mobile App,FALSE,Bronze
ACC-01081,Customer 01081,2/14/2024,SK,33,Email,TRUE,Bronze
ACC-01082,Customer 01082,8/28/2023,CZ,45,Web,FALSE,Bronze
ACC-01083,Customer 01083,10/26/2023,SK,36,Email,TRUE,Silver
ACC-01084,Customer 01084,5/27/2023,CZ,18,Store,TRUE,Bronze
ACC-01085,Customer 01085,4/5/2024,CZ,30,Email,TRUE,Bronze
ACC-01086,Customer 01086,7/21/2021,SK,28,Mobile App,TRUE,Silver
ACC-01087,Customer 01087,1/2/2021,CZ,30,Email,TRUE,Bronze
ACC-01088,Customer 01088,9/20/2024,CZ,44,Mobile App,TRUE,Silver
ACC-01089,Customer 01089,2/20/2023,CZ,23,Email,FALSE,Silver
ACC-01090,Customer 01090,12/7/2022,CZ,37,Email,FALSE,Bronze
ACC-01091,Customer 01091,1/11/2024,CZ,54,Email,TRUE,Gold
ACC-01092,Customer 01092,3/2/2022,CZ,24,Email,FALSE,Silver
ACC-01093,Customer 01093,11/3/2024,CZ,49,Mobile App,FALSE,Bronze
ACC-01094,Customer 01094,11/11/2024,CZ,35,Email,TRUE,Silver
ACC-01095,Customer 01095,1/6/2022,CZ,23,Store,FALSE,Silver
ACC-01096,Customer 01096,4/19/2021,SK,30,Mobile App,FALSE,Silver
ACC-01097,Customer 01097,3/17/2021,SK,18,Web,FALSE,Bronze
ACC-01098,Customer 01098,7/13/2022,CZ,35,Store,TRUE,Silver
ACC-01099,Customer 01099,11/6/2023,CZ,43,Email,FALSE,Bronze
ACC-01100,Customer 01100,1/22/2024,SK,32,Web,TRUE,Silver
ACC-01101,Customer 01101,12/4/2023,CZ,21,Mobile App,TRUE,Bronze
ACC-01102,Customer 01102,3/12/2022,SK,40,Web,FALSE,Bronze
ACC-01103,Customer 01103,5/30/2024,CZ,28,Store,FALSE,Bronze
ACC-01104,Customer 01104,9/21/2021,CZ,24,Web,FALSE,Silver
ACC-01105,Customer 01105,1/17/2023,SK,31,Web,FALSE,Gold
ACC-01106,Customer 01106,2/14/2022,CZ,56,Mobile App,TRUE,Silver
ACC-01107,Customer 01107,6/22/2024,CZ,41,Mobile App,FALSE,Gold
ACC-01108,Customer 01108,8/1/2024,CZ,66,Web,TRUE,Silver
ACC-01109,Customer 01109,6/17/2021,CZ,33,Email,TRUE,Bronze
ACC-01110,Customer 01110,2/19/2023,SK,41,Mobile App,TRUE,Bronze
ACC-01111,Customer 01111,12/24/2021,CZ,47,Email,FALSE,Gold
ACC-01112,Customer 01112,10/6/2021,CZ,32,Store,TRUE,Bronze
ACC-01113,Customer 01113,10/22/2023,CZ,50,Email,TRUE,Silver
ACC-01114,Customer 01114,8/10/2021,CZ,52,Store,TRUE,Gold
ACC-01115,Customer 01115,11/6/2021,SK,53,Web,FALSE,Silver
ACC-01116,Customer 01116,11/9/2022,SK,27,Mobile App,FALSE,Bronze
ACC-01117,Customer 01117,3/30/2021,CZ,29,Web,FALSE,Gold
ACC-01118,Customer 01118,7/4/2023,SK,27,Email,FALSE,Silver
ACC-01119,Customer 01119,12/9/2023,CZ,41,Email,TRUE,Gold
ACC-01120,Customer 01120,9/10/2023,SK,31,Web,FALSE,Bronze
ACC-01121,Customer 01121,12/26/2022,CZ,30,Store,TRUE,Bronze
ACC-01122,Customer 01122,11/20/2024,CZ,31,Web,FALSE,Gold
ACC-01123,Customer 01123,8/11/2021,CZ,40,Web,TRUE,Bronze
ACC-01124,Customer 01124,6/29/2023,CZ,38,Store,TRUE,Bronze
ACC-01125,Customer 01125,9/23/2022,CZ,19,Store,TRUE,Silver
ACC-01126,Customer 01126,4/18/2024,CZ,38,Store,FALSE,Bronze
ACC-01127,Customer 01127,9/4/2024,CZ,54,Store,TRUE,Silver
ACC-01128,Customer 01128,3/10/2024,CZ,24,Email,FALSE,Bronze
ACC-01129,Customer 01129,7/18/2023,CZ,52,Web,TRUE,Silver
ACC-01130,Customer 01130,6/11/2024,SK,41,Email,TRUE,Silver
ACC-01131,Customer 01131,5/16/2021,CZ,44,Web,TRUE,Bronze
ACC-01132,Customer 01132,7/16/2021,SK,47,Web,TRUE,Silver
ACC-01133,Customer 01133,10/22/2023,CZ,32,Mobile App,TRUE,Silver
ACC-01134,Customer 01134,10/14/2022,CZ,34,Store,FALSE,Bronze
ACC-01135,Customer 01135,11/14/2023,CZ,39,Mobile App,FALSE,Silver
ACC-01136,Customer 01136,5/4/2023,CZ,18,Mobile App,FALSE,Bronze
ACC-01137,Customer 01137,3/3/2023,CZ,24,Mobile App,FALSE,Bronze
ACC-01138,Customer 01138,8/24/2023,CZ,48,Mobile App,TRUE,Silver
ACC-01139,Customer 01139,9/28/2021,CZ,31,Store,FALSE,Bronze
ACC-01140,Customer 01140,8/26/2023,CZ,35,Email,TRUE,Gold
ACC-01141,Customer 01141,2/7/2024,CZ,18,Web,TRUE,Silver
ACC-01142,Customer 01142,3/20/2023,CZ,30,Web,FALSE,Gold
ACC-01143,Customer 01143,12/5/2021,CZ,45,Web,FALSE,Bronze
ACC-01144,Customer 01144,6/30/2024,SK,29,Web,FALSE,Silver
ACC-01145,Customer 01145,2/15/2021,CZ,40,Mobile App,TRUE,Silver
ACC-01146,Customer 01146,6/6/2024,CZ,35,Email,FALSE,Bronze
ACC-01147,Customer 01147,5/12/2023,CZ,37,Email,TRUE,Bronze
ACC-01148,Customer 01148,10/20/2024,SK,52,Store,TRUE,Bronze
ACC-01149,Customer 01149,8/28/2022,CZ,39,Store,TRUE,Bronze
ACC-01150,Customer 01150,10/16/2021,CZ,33,Mobile App,TRUE,Bronze
ACC-01151,Customer 01151,2/4/2021,CZ,31,Web,FALSE,Bronze
ACC-01152,Customer 01152,11/23/2024,SK,48,Mobile App,TRUE,Silver
ACC-01153,Customer 01153,7/16/2022,CZ,27,Mobile App,FALSE,Gold
ACC-01154,Customer 01154,12/30/2023,CZ,44,Mobile App,TRUE,Gold
ACC-01155,Customer 01155,2/8/2022,CZ,18,Web,FALSE,Bronze
ACC-01156,Customer 01156,12/2/2021,SK,55,Store,TRUE,Silver
ACC-01157,Customer 01157,2/19/2024,CZ,41,Web,TRUE,Silver
ACC-01158,Customer 01158,4/12/2024,CZ,35,Mobile App,TRUE,Silver
ACC-01159,Customer 01159,1/3/2023,CZ,38,Web,TRUE,Gold
ACC-01160,Customer 01160,4/6/2021,SK,37,Mobile App,TRUE,Silver
ACC-01161,Customer 01161,8/20/2021,SK,39,Email,FALSE,Silver
ACC-01162,Customer 01162,1/3/2021,CZ,36,Web,FALSE,Silver
ACC-01163,Customer 01163,7/3/2024,SK,35,Web,TRUE,Bronze
ACC-01164,Customer 01164,4/21/2024,SK,44,Store,FALSE,Silver
ACC-01165,Customer 01165,10/18/2024,CZ,48,Email,TRUE,Bronze
ACC-01166,Customer 01166,7/25/2023,SK,31,Web,TRUE,Silver
ACC-01167,Customer 01167,7/20/2022,CZ,35,Store,TRUE,Bronze
ACC-01168,Customer 01168,1/23/2024,CZ,24,Web,TRUE,Bronze
ACC-01169,Customer 01169,1/24/2023,CZ,40,Email,TRUE,Bronze
ACC-01170,Customer 01170,7/25/2024,CZ,37,Store,TRUE,Bronze
ACC-01171,Customer 01171,5/15/2022,CZ,31,Web,FALSE,Gold
ACC-01172,Customer 01172,6/10/2021,CZ,61,Mobile App,TRUE,Silver
ACC-01173,Customer 01173,12/24/2024,CZ,34,Web,TRUE,Silver
ACC-01174,Customer 01174,6/14/2024,SK,43,Mobile App,FALSE,Bronze
ACC-01175,Customer 01175,6/6/2023,SK,32,Email,TRUE,Bronze
ACC-01176,Customer 01176,11/17/2022,SK,18,Web,TRUE,Bronze
ACC-01177,Customer 01177,10/19/2021,CZ,18,Email,FALSE,Silver
ACC-01178,Customer 01178,1/17/2022,CZ,18,Mobile App,TRUE,Bronze
ACC-01179,Customer 01179,7/29/2022,CZ,43,Web,TRUE,Gold
ACC-01180,Customer 01180,2/3/2021,CZ,56,Email,FALSE,Silver
ACC-01181,Customer 01181,1/29/2021,SK,41,Web,TRUE,Silver
ACC-01182,Customer 01182,6/30/2023,SK,21,Web,TRUE,Gold
ACC-01183,Customer 01183,1/16/2023,CZ,18,Web,TRUE,Bronze
ACC-01184,Customer 01184,1/31/2022,CZ,36,Email,TRUE,Gold
ACC-01185,Customer 01185,7/29/2023,SK,37,Store,FALSE,Silver
ACC-01186,Customer 01186,12/12/2021,SK,40,Web,TRUE,Silver
ACC-01187,Customer 01187,8/14/2021,CZ,45,Store,TRUE,Gold
ACC-01188,Customer 01188,8/31/2021,CZ,35,Store,FALSE,Bronze
ACC-01189,Customer 01189,7/1/2022,CZ,44,Mobile App,FALSE,Silver
ACC-01190,Customer 01190,6/19/2022,CZ,53,Store,FALSE,Bronze
ACC-01191,Customer 01191,5/20/2023,SK,33,Store,TRUE,Bronze
ACC-01192,Customer 01192,11/28/2022,SK,36,Email,TRUE,Bronze
ACC-01193,Customer 01193,4/3/2021,CZ,46,Store,FALSE,Silver
ACC-01194,Customer 01194,3/2/2023,CZ,34,Email,TRUE,Silver
ACC-01195,Customer 01195,4/27/2021,CZ,35,Email,FALSE,Bronze
ACC-01196,Customer 01196,11/6/2024,CZ,34,Web,TRUE,Gold
ACC-01197,Customer 01197,11/27/2022,CZ,40,Store,TRUE,Silver
ACC-01198,Customer 01198,11/6/2022,SK,30,Mobile App,TRUE,Gold
ACC-01199,Customer 01199,6/5/2024,SK,44,Email,TRUE,Bronze
ACC-01200,Customer 01200,4/21/2022,CZ,41,Mobile App,FALSE,Bronze
